adr,hbv_mono_count,hbv_mono_prop,hiv_hbv_count,hiv_hbv_prop,risk_ratio,chi2,p_value
Injection site vesicles,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Fusarium infection,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Peritonsillar abscess,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Paranasal sinus hyposecretion,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Urinary tract pain,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Application site discolouration,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Distractibility,2,2.8844212408780178e-05,2,5.193024729183761e-06,5.554414606709163,,
Intestinal obstruction,30,0.0004326631861317027,30,7.789537093775641e-05,5.554414606709163,53.368857639900725,2.7644473404461156e-13
Intestinal infarction,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Pulmonary infarction,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Thalamus haemorrhage,2,2.8844212408780178e-05,2,5.193024729183761e-06,5.554414606709163,,
Fungaemia,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Gastroenteritis Escherichia coli,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Nasopharyngeal cancer,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Gamma-glutamyltransferase abnormal,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Mitochondrial enzyme deficiency,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Post infection glomerulonephritis,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
SARS-CoV-2 test negative,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Hypopnoea,8,0.00011537684963512071,8,2.0772098916735043e-05,5.554414606709163,12.371903877268219,0.0004358429450883867
Nasal neoplasm,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Volume blood decreased,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Ingrown hair,3,4.3266318613170266e-05,3,7.789537093775641e-06,5.554414606709163,,
Small intestinal resection,2,2.8844212408780178e-05,2,5.193024729183761e-06,5.554414606709163,,
Cardiac hypertrophy,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Cerebrospinal fluid leakage,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Immunisation,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Epstein-Barr virus infection reactivation,4,5.7688424817560355e-05,4,1.0386049458367521e-05,5.554414606709163,,
Enterococcus test positive,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Antinuclear antibody positive,3,4.3266318613170266e-05,3,7.789537093775641e-06,5.554414606709163,,
Arrhythmogenic right ventricular dysplasia,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Urine uric acid increased,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Basophil percentage increased,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Arrhythmia supraventricular,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Abdominal mass,3,4.3266318613170266e-05,3,7.789537093775641e-06,5.554414606709163,,
Infusion site inflammation,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Bladder neoplasm,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Neutrophilia,4,5.7688424817560355e-05,4,1.0386049458367521e-05,5.554414606709163,,
C-reactive protein abnormal,4,5.7688424817560355e-05,4,1.0386049458367521e-05,5.554414606709163,,
Immobilisation syndrome,2,2.8844212408780178e-05,2,5.193024729183761e-06,5.554414606709163,,
Conduction disorder,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Cystitis haemorrhagic,2,2.8844212408780178e-05,2,5.193024729183761e-06,5.554414606709163,,
Tongue erythema,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Pneumonia acinetobacter,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Red blood cell sedimentation rate increased,4,5.7688424817560355e-05,4,1.0386049458367521e-05,5.554414606709163,,
Acne cystic,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
VIth nerve disorder,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Post transplant lymphoproliferative disorder,4,5.7688424817560355e-05,4,1.0386049458367521e-05,5.554414606709163,,
Sensorimotor disorder,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Precancerous condition,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Pulmonary nocardiosis,4,5.7688424817560355e-05,4,1.0386049458367521e-05,5.554414606709163,,
Renal haemorrhage,4,5.7688424817560355e-05,4,1.0386049458367521e-05,5.554414606709163,,
Reversible cerebral vasoconstriction syndrome,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Uraemic encephalopathy,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Eyelid margin crusting,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Leiomyosarcoma,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Microsporidia infection,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Physical examination abnormal,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Genotype drug resistance test,2,2.8844212408780178e-05,2,5.193024729183761e-06,5.554414606709163,,
Anomaly of external ear congenital,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Colitis ischaemic,3,4.3266318613170266e-05,3,7.789537093775641e-06,5.554414606709163,,
Injection site scab,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Macular degeneration,3,4.3266318613170266e-05,3,7.789537093775641e-06,5.554414606709163,,
Symptom masked,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Infected dermal cyst,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Blood thyroid stimulating hormone abnormal,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Thyroglobulin increased,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Circadian rhythm sleep disorder,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Creatinine renal clearance increased,3,4.3266318613170266e-05,3,7.789537093775641e-06,5.554414606709163,,
Periorbital pain,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Intrusive thoughts,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Gastritis haemorrhagic,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Nodal rhythm,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Tonsillar disorder,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Superimposed pre-eclampsia,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Antibiotic therapy,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Infrequent bowel movements,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Hypercalciuria,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Ventricular hypokinesia,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Ehlers-Danlos syndrome,2,2.8844212408780178e-05,2,5.193024729183761e-06,5.554414606709163,,
Langerhans' cell histiocytosis,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Emotional poverty,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Pulmonary sepsis,6,8.653263722634053e-05,6,1.5579074187551282e-05,5.554414606709163,8.677529459700057,0.003221574052262074
Subacute hepatic failure,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Injection site cellulitis,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Staphylococcus test positive,2,2.8844212408780178e-05,2,5.193024729183761e-06,5.554414606709163,,
Pustular psoriasis,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Colectomy,3,4.3266318613170266e-05,3,7.789537093775641e-06,5.554414606709163,,
Duodenal ulcer haemorrhage,4,5.7688424817560355e-05,4,1.0386049458367521e-05,5.554414606709163,,
Hepatic calcification,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Application site scar,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Diarrhoea infectious,2,2.8844212408780178e-05,2,5.193024729183761e-06,5.554414606709163,,
Congenital skin disorder,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Hepatitis A antibody positive,2,2.8844212408780178e-05,2,5.193024729183761e-06,5.554414606709163,,
Perirectal abscess,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Keratitis,3,4.3266318613170266e-05,3,7.789537093775641e-06,5.554414606709163,,
Pulmonary toxicity,2,2.8844212408780178e-05,2,5.193024729183761e-06,5.554414606709163,,
Leptospirosis,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Eye colour change,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Steroid dependence,2,2.8844212408780178e-05,2,5.193024729183761e-06,5.554414606709163,,
Albumin globulin ratio increased,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Gastroenteritis viral,8,0.00011537684963512071,8,2.0772098916735043e-05,5.554414606709163,12.371903877268219,0.0004358429450883867
Chorioretinitis,2,2.8844212408780178e-05,2,5.193024729183761e-06,5.554414606709163,,
Intellectual disability,2,2.8844212408780178e-05,2,5.193024729183761e-06,5.554414606709163,,
Borderline personality disorder,3,4.3266318613170266e-05,3,7.789537093775641e-06,5.554414606709163,,
Dysplasia,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Eye contusion,2,2.8844212408780178e-05,2,5.193024729183761e-06,5.554414606709163,,
Graft versus host disease in lung,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Prehypertension,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Monocyte count decreased,3,4.3266318613170266e-05,3,7.789537093775641e-06,5.554414606709163,,
Cyst rupture,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Device information output issue,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Axillary pain,2,2.8844212408780178e-05,2,5.193024729183761e-06,5.554414606709163,,
Oedematous pancreatitis,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Hypogeusia,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Lower respiratory tract infection bacterial,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Chest wall abscess,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Hypofibrinogenaemia,2,2.8844212408780178e-05,2,5.193024729183761e-06,5.554414606709163,,
Tobacco abuse,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Application site swelling,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Tonsillectomy,2,2.8844212408780178e-05,2,5.193024729183761e-06,5.554414606709163,,
Fluid overload,6,8.653263722634053e-05,6,1.5579074187551282e-05,5.554414606709163,8.677529459700057,0.003221574052262074
Scrotal oedema,3,4.3266318613170266e-05,3,7.789537093775641e-06,5.554414606709163,,
Hypereosinophilic syndrome,2,2.8844212408780178e-05,2,5.193024729183761e-06,5.554414606709163,,
Fungal sepsis,8,0.00011537684963512071,8,2.0772098916735043e-05,5.554414606709163,12.371903877268219,0.0004358429450883867
Debridement,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Hand-foot-and-mouth disease,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Vulvitis,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Application site pruritus,3,4.3266318613170266e-05,3,7.789537093775641e-06,5.554414606709163,,
Enzyme level decreased,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Injection site haemorrhage,12,0.00017306527445268107,12,3.1158148375102564e-05,5.554414606709163,19.801133547487186,8.593169984122602e-06
Dental implantation,2,2.8844212408780178e-05,2,5.193024729183761e-06,5.554414606709163,,
Infusion site induration,2,2.8844212408780178e-05,2,5.193024729183761e-06,5.554414606709163,,
H1N1 influenza,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Faecal calprotectin increased,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Breast cancer stage II,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Systemic scleroderma,4,5.7688424817560355e-05,4,1.0386049458367521e-05,5.554414606709163,,
Wound complication,3,4.3266318613170266e-05,3,7.789537093775641e-06,5.554414606709163,,
Injection site paraesthesia,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Heart injury,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Incision site pain,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Eyelid irritation,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Oligoarthritis,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Ejection fraction abnormal,3,4.3266318613170266e-05,3,7.789537093775641e-06,5.554414606709163,,
Tongue oedema,2,2.8844212408780178e-05,2,5.193024729183761e-06,5.554414606709163,,
Diffuse alopecia,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Obstruction gastric,4,5.7688424817560355e-05,4,1.0386049458367521e-05,5.554414606709163,,
Gastrointestinal wall thickening,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Stoma site discharge,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Urine output,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Naevus flammeus,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Anal sphincter atony,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Bone sequestrum,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Pneumonia respiratory syncytial viral,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Gastroenteritis shigella,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Traumatic lung injury,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Opsoclonus myoclonus,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Renal ischaemia,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Chest X-ray abnormal,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Drug dose titration not performed,2,2.8844212408780178e-05,2,5.193024729183761e-06,5.554414606709163,,
Child-Pugh-Turcotte score increased,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Infusion site discomfort,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Contusion,75,0.0010816579653292566,75,0.000194738427344391,5.554414606709163,137.4129900410918,9.794212885879093e-32
Prothrombin time prolonged,6,8.653263722634053e-05,6,1.5579074187551282e-05,5.554414606709163,8.677529459700057,0.003221574052262074
Orthopnoea,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Cancer pain,4,5.7688424817560355e-05,4,1.0386049458367521e-05,5.554414606709163,,
Anaplastic large cell lymphoma T- and null-cell types stage IV,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
PCO2 decreased,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Empyema,2,2.8844212408780178e-05,2,5.193024729183761e-06,5.554414606709163,,
Fontanelle bulging,3,4.3266318613170266e-05,3,7.789537093775641e-06,5.554414606709163,,
Venous occlusion,3,4.3266318613170266e-05,3,7.789537093775641e-06,5.554414606709163,,
Gingival pruritus,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Transient tachypnoea of the newborn,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Erythema of eyelid,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Laryngeal cancer,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Orgasm abnormal,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Hair disorder,6,8.653263722634053e-05,6,1.5579074187551282e-05,5.554414606709163,8.677529459700057,0.003221574052262074
Transplant failure,2,2.8844212408780178e-05,2,5.193024729183761e-06,5.554414606709163,,
Pneumonia streptococcal,3,4.3266318613170266e-05,3,7.789537093775641e-06,5.554414606709163,,
Cyclic vomiting syndrome,1,1.4422106204390089e-05,1,2.5965123645918804e-06,5.554414606709163,,
Overgrowth fungal,2,2.8844212408780178e-05,2,5.193024729183761e-06,5.554414606709163,,
